channel_url,profile_id,video_id
https://www.youtube.com/@anhquoc2133/shorts,f6d30785-9cf2-45ae-8a45-865765eece13,8G2UXQ2pw3I
https://www.youtube.com/@DebloisEngen,9161fef6-f2d4-42f6-b0bf-f21e3c182c12,mcuZuE1CSBQ
https://www.youtube.com/@TaiHuynh-u1o,5439507a-b051-4fac-b83e-637ddfbfdc46,WsblyTGcRNA
